STATE,COUNTY,PS-WGWFr,PS-WGWSa,PS-WSWFr,PS-WSWSa,DO-WGWFr,DO-WSWFr,IN-WGWFr,IN-WGWSa,IN-WSWFr,IN-WSWSa,IR-WGWFr,IR-WSWFr,IR-IrSpr,IR-IrMic,IR-IrSur,IC-WGWFr,IC-WSWFr,IC-IrSpr,IC-IrMic,IC-IrSur,IG-WGWFr,IG-WSWFr,IG-IrSpr,IG-IrMic,IG-IrSur,LI-WGWFr,LI-WSWFr,AQ-WGWFr,AQ-WGWSa,AQ-WSWFr,AQ-WSWSa,MI-WGWFr,MI-WGWSa,MI-WSWFr,MI-WSWSa,PT-WGWFr,PT-WGWSa,PT-WSWFr,PT-WSWSa,PO-WGWFr,PO-WGWSa,PO-WSWFr,PO-WSWSa,PC-WGWFr,PC-WGWSa,PC-WSWFr,PC-WSWSa
AK,Aleutians West Census Area,0.05,0.00,2.20,0.00,0.00,0.01,0.00,0.00,0.90,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Municipality of Anchorage,10.90,0.00,27.47,0.00,4.02,0.00,0.25,0.00,0.00,0.00,0.53,0.00,0.66,0.00,0.00,0.26,0.00,0.32,0.00,0.00,0.27,0.00,0.34,0.00,0.00,0.01,0.00,0.35,,1.42,,0.00,0.00,0.00,0.00,0.39,0.00,0.90,0.00,0.00,0.00,0.90,0.00,0.39,0.00,0.00,0.00
AK,Bethel Census Area,0.43,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Bristol Bay Borough,0.01,0.00,0.00,0.00,0.06,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Denali Borough,0.01,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.14,0.00,0.00,0.03,0.00,0.12,0.00,0.00,0.02,0.00,0.02,0.00,0.00,0.00,0.00,0.02,,0.07,,0.00,0.00,0.10,0.00,0.60,0.00,23.20,0.00,0.00,0.00,23.20,0.00,0.60,0.00,0.00,0.00
AK,Dillingham Census Area,0.18,0.00,0.00,0.00,0.15,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Fairbanks North Star Borough,7.45,0.00,0.00,0.00,2.60,0.00,0.45,0.00,0.00,0.00,0.20,0.00,0.50,0.00,0.00,0.16,0.00,0.46,0.00,0.00,0.04,0.00,0.04,0.00,0.00,0.02,0.02,0.01,,0.04,,0.00,0.00,10.43,0.00,0.70,0.00,31.70,0.00,0.00,0.00,31.70,0.00,0.70,0.00,0.00,0.00
AK,Haines Borough,0.05,0.00,0.29,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.34,,13.67,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Hoonah-Angoon Census Area,0.40,0.00,0.07,0.00,0.00,0.02,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,96.80,,43.61,,0.00,0.01,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,City & Borough of Juneau,1.25,0.00,3.06,0.00,0.13,0.06,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.46,,15.97,,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Kenai Peninsula Borough,0.76,0.00,2.73,0.00,1.96,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.24,0.00,0.00,0.09,0.00,0.20,0.00,0.00,0.04,0.00,0.04,0.00,0.00,0.01,0.02,5.27,,15.81,,0.00,0.05,0.02,0.80,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00
AK,Ketchikan Gateway Borough,0.00,0.00,4.46,0.00,0.14,0.14,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.11,,7.26,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Kodiak Island Borough,0.01,0.00,4.85,0.00,0.09,0.19,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.00,,0.00,,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Lake and Peninsula Borough,0.04,0.00,0.04,0.00,0.03,0.00,0.00,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,,0.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Matanuska-Susitna Borough,1.57,0.00,0.00,0.00,4.22,0.00,0.19,0.00,0.00,0.00,0.51,0.02,1.06,0.00,0.07,0.40,0.02,0.92,0.00,0.07,0.11,0.00,0.14,0.00,0.00,0.02,0.04,5.11,,20.43,,0.01,0.00,1.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Nome Census Area,0.49,0.00,0.17,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,North Slope Borough,0.01,0.00,0.45,0.00,0.00,0.01,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,144.40,0.70,75.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Northwest Arctic Borough,0.05,0.00,0.52,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,9.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Petersburg Census Area,0.00,0.00,0.78,0.00,0.01,0.04,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.22,,19.02,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Prince of Wales-Hyder Census Area,0.01,0.00,0.33,0.00,0.01,0.05,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.47,,22.74,,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,City & Borough of Sitka,0.00,0.00,1.22,0.00,0.03,0.00,0.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.14,,16.73,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Skagway Municipality,0.18,0.00,0.04,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.82,,2.62,,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Southeast Fairbanks Census Area,0.12,0.00,0.00,0.00,0.33,0.01,0.00,0.00,0.00,0.00,0.15,0.00,0.50,0.00,0.00,0.15,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,,0.16,,0.00,0.00,0.03,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00
AK,Valdez-Cordova Census Area,2.37,0.00,1.23,0.00,0.16,0.01,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.71,,30.82,,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Wade Hampton Census Area,0.17,0.00,0.31,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,City & Borough of Wrangell,0.00,0.00,0.52,0.00,0.01,0.03,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.69,,14.73,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,City & Borough of Yakutat,0.54,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.43,,28.58,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AK,Yukon-Koyukuk Census Area,0.17,0.00,0.04,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.29,,0.88,,0.00,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZ,Apache County,5.33,0.00,0.00,0.00,1.95,0.00,0.00,0.00,0.00,0.00,0.58,7.02,0.20,0.00,2.50,0.58,7.02,0.20,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.61,0.00,5.94,,0.00,,0.00,0.00,0.00,0.00,27.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.53,0.00,0.00,0.00
AZ,Cochise County,15.70,0.00,0.03,0.00,2.74,0.00,0.06,0.00,0.00,0.00,214.71,0.00,69.77,2.94,6.93,213.58,0.00,69.29,2.94,6.93,1.13,0.00,0.48,0.00,0.00,0.70,0.00,0.00,,0.00,,0.03,0.00,0.00,0.00,4.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.43,0.00,0.00,0.00
AZ,Coconino County,12.46,0.00,9.24,0.00,1.31,0.00,0.02,0.00,0.00,0.00,0.23,0.05,0.80,0.00,0.00,0.13,0.00,0.04,0.00,0.00,0.10,0.05,0.76,0.00,0.00,0.60,0.00,6.88,,0.00,,0.01,0.00,0.00,0.00,0.00,0.00,21.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.38,0.00
AZ,Gila County,6.19,0.00,0.01,0.00,1.01,0.00,0.02,0.00,0.00,0.00,2.20,0.44,0.72,0.00,0.11,0.73,0.44,0.31,0.00,0.11,1.47,0.00,0.41,0.00,0.00,0.11,0.00,4.83,,0.00,,19.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZ,Graham County,4.57,0.00,0.00,0.00,1.06,0.00,0.17,0.00,0.00,0.00,87.63,78.93,11.25,0.71,26.04,87.23,78.93,11.17,0.71,26.04,0.40,0.00,0.08,0.00,0.00,0.12,0.00,0.00,,1.50,,2.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZ,Greenlee County,1.78,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,7.39,7.37,0.24,0.00,3.84,7.39,7.37,0.24,0.00,3.84,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,,5.59,,3.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZ,La Paz County,3.03,0.00,0.43,0.00,0.92,0.00,0.00,0.00,0.00,0.00,51.71,612.63,2.17,10.87,87.54,51.32,612.63,2.10,10.87,87.54,0.39,0.00,0.07,0.00,0.00,0.12,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZ,Maricopa County,223.92,0.00,581.82,0.00,6.42,0.00,2.25,0.00,0.00,0.00,789.49,303.88,18.11,11.68,176.11,742.20,270.25,0.00,11.68,176.11,47.29,33.63,18.11,0.00,0.00,8.62,0.00,0.00,,0.00,,7.91,0.00,0.00,0.00,25.19,0.00,4.08,0.00,0.00,0.00,0.00,0.00,25.19,0.00,4.08,0.00
AZ,Mohave County,42.98,0.00,0.00,0.00,1.22,0.00,0.06,0.00,0.00,0.00,19.94,53.08,1.18,0.00,14.20,17.41,53.08,0.20,0.00,14.20,2.53,0.00,0.98,0.00,0.00,0.22,0.00,0.05,,0.68,,0.01,0.00,0.00,0.00,2.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.92,0.00,0.00,0.00
AZ,Navajo County,13.42,0.00,0.00,0.00,1.27,0.00,8.92,0.00,0.00,0.00,8.11,7.90,0.94,0.05,5.17,6.38,7.83,0.24,0.05,5.17,1.73,0.07,0.70,0.00,0.00,0.79,0.00,5.04,,0.00,,1.05,0.00,0.00,0.00,15.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.16,0.00,0.00,0.00
AZ,Pima County,162.68,0.00,5.40,0.00,2.37,0.00,0.00,0.00,0.00,0.00,70.35,30.53,4.16,0.00,20.94,60.06,29.44,0.39,0.00,20.94,10.29,1.09,3.77,0.00,0.00,0.27,0.00,0.00,,0.00,,31.92,0.00,0.00,0.00,1.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.91,0.00,0.00,0.00
AZ,Pinal County,53.47,0.00,8.84,0.00,1.78,0.00,0.10,0.00,0.00,0.00,253.52,799.64,2.05,0.00,255.93,248.30,797.22,0.08,0.00,255.93,5.22,2.42,1.97,0.00,0.00,10.26,0.00,0.00,,0.00,,1.36,0.00,0.00,0.00,0.14,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.97,0.00
AZ,Santa Cruz County,5.95,0.00,0.00,0.00,0.79,0.00,0.00,0.00,0.00,0.00,10.40,0.00,0.36,0.15,1.77,8.84,0.00,0.00,0.15,1.77,1.56,0.00,0.36,0.00,0.00,0.16,0.00,0.00,,0.00,,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZ,Yavapai County,22.87,0.00,0.00,0.00,2.66,0.00,1.10,0.00,0.00,0.00,10.78,18.96,1.96,0.05,4.43,8.40,18.48,0.85,0.05,4.43,2.38,0.48,1.11,0.00,0.00,0.57,0.00,16.77,,0.00,,18.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AZ,Yuma County,10.72,0.00,22.58,0.00,1.41,0.00,0.22,0.00,0.00,0.00,166.85,955.05,81.14,1.62,164.53,164.86,953.11,80.26,1.62,164.53,1.99,1.94,0.88,0.00,0.00,3.70,0.00,0.00,,0.00,,0.11,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.71,0.00
AR,Arkansas County,4.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,534.60,399.63,0.14,0.00,420.68,534.60,399.63,0.14,0.00,420.68,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.64,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Ashley County,1.75,0.00,0.00,0.00,0.00,0.00,8.40,0.00,52.45,0.00,120.18,13.48,0.42,0.00,97.83,120.18,13.48,0.42,0.00,97.83,0.00,0.00,0.00,0.00,0.00,0.03,0.04,8.82,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Baxter County,0.50,0.00,3.27,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.20,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Benton County,4.62,0.00,61.39,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,1.59,0.00,,0.00,,0.02,0.00,0.00,0.00,0.00,0.00,333.80,0.00,0.00,0.00,333.80,0.00,0.00,0.00,0.00,0.00
AR,Boone County,0.90,0.00,0.26,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.49,0.74,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Bradley County,1.32,0.00,0.00,0.00,0.09,0.00,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.09,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Calhoun County,0.56,0.00,0.00,0.00,0.05,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Carroll County,0.80,0.00,7.78,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.09,0.00,0.00,0.00,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,1.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Chicot County,1.81,0.00,0.00,0.00,0.18,0.00,0.00,0.00,0.00,0.00,154.82,68.93,24.40,0.00,139.45,154.82,68.93,24.40,0.00,139.45,0.00,0.00,0.00,0.00,0.00,0.02,0.03,46.78,,0.48,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Clark County,0.06,0.00,2.08,0.00,0.32,0.00,0.14,0.00,0.00,0.00,0.00,8.79,0.00,0.00,3.40,0.00,8.79,0.00,0.00,3.40,0.00,0.00,0.00,0.00,0.00,0.09,0.14,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Clay County,1.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,397.16,7.61,4.56,0.00,168.57,397.16,7.61,4.56,0.00,168.57,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.92,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Cleburne County,0.00,0.00,9.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.05,0.13,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.24,0.36,0.00,,0.00,,0.00,0.00,15.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Cleveland County,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.27,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Columbia County,1.34,0.00,1.54,0.00,0.07,0.00,2.89,5.05,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.17,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Conway County,0.00,0.00,13.09,0.00,0.18,0.00,0.00,0.00,7.03,0.00,1.02,4.87,1.62,0.00,3.93,1.02,4.87,1.62,0.00,3.93,0.00,0.00,0.00,0.00,0.00,0.46,0.69,0.00,,0.00,,0.00,0.00,1.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Craighead County,15.27,0.00,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,356.54,50.04,3.41,0.00,258.11,356.54,50.04,3.41,0.00,258.11,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.23,,0.00,,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Crawford County,0.00,0.00,32.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.63,0.64,0.00,1.55,0.66,0.63,0.64,0.00,1.55,0.00,0.00,0.00,0.00,0.00,0.21,0.31,0.00,,0.00,,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Crittenden County,6.69,0.00,0.00,0.00,0.16,0.00,0.24,0.00,0.00,0.00,210.30,1.52,66.22,0.00,88.66,210.30,1.52,66.22,0.00,88.66,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.82,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Cross County,2.63,0.00,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,520.67,37.94,18.24,0.00,233.72,520.67,37.94,18.24,0.00,233.72,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,,0.01,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Dallas County,0.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Desha County,1.07,0.00,0.00,0.00,0.00,0.00,3.24,0.00,12.92,0.00,356.21,97.23,4.32,0.00,213.60,356.21,97.23,4.32,0.00,213.60,0.00,0.00,0.00,0.00,0.00,0.01,0.02,10.68,,2.61,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Drew County,3.14,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,29.83,3.71,27.94,0.00,15.50,29.83,3.71,27.94,0.00,15.50,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.29,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Faulkner County,2.74,0.00,3.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,1.15,0.48,0.28,0.00,0.67,1.15,0.48,0.28,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.24,0.37,0.00,,0.00,,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Franklin County,0.00,0.00,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.20,0.06,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.37,0.56,0.00,,0.00,,0.00,0.00,0.00,0.00,0.05,0.00,7.07,0.00,0.05,0.00,7.07,0.00,0.00,0.00,0.00,0.00
AR,Fulton County,1.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.34,0.49,0.00,,82.04,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Garland County,0.00,0.00,15.72,0.00,0.00,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
AR,Grant County,1.47,0.00,0.00,0.00,0.10,0.00,0.26,0.00,0.01,0.00,3.16,0.00,0.00,0.00,1.13,3.16,0.00,0.00,0.00,1.13,0.00,0.00,0.00,0.00,0.00,0.13,0.19,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
